,id,name,level,joined_time,num_message,reaction_score,point
959,1827364,ducmin982,Junior Member,1661133454,1,0,1
960,1435808,Vozer.Hn2,Đã tốn tiền,1408711654,658,225,43
961,1591425,WB_1993,Senior Member,1486384183,426,76,28
962,362644,khoao,Senior Member,1264348165,22,6,13
963,1790627,Trí núi,Senior Member,1644395426,148,81,28
964,1801860,van999999,Senior Member,1649900431,15,1,3
965,1826264,TruongDavinci,Senior Member,1660659628,67,21,8
966,1267310,NatsumeYuno,Junior Member,1369679335,128,9,18
967,1807612,Sinh viên tập làm giàu,Senior Member,1652349914,711,69,28
968,1794778,ngoc.aer,Junior Member,1646575911,31,4,8
969,1720113,Uchiha Sarada,Senior Member,1614571207,"4,033","2,082",113
970,1796483,Zoeeee,Junior Member,1647423868,16,2,3
971,1819342,alolaa,Junior Member,1657880434,12,1,3
972,1799956,VinhAn1812,Junior Member,1649222855,4,0,1
973,1417952,herogamev2,Senior Member,1395509887,"6,471","2,596",113
974,1844830,vscap47,Junior Member,1668745150,13,5,3
975,1845698,habuii13,Junior Member,1669127913,12,0,1
976,1455130,PanFan,Junior Member,1417020027,4,1,3
977,1428907,headshots9x,Senior Member,1404373823,88,1,8
978,1675121,thanhphat1192,Senior Member,1594507434,114,30,28
979,384108,chém gió tập sự,Đã tốn tiền,1266995588,"2,752","1,957",113
980,725914,chi_tai_ham_ca_do,Đã tốn tiền,1303048489,"5,837","2,334",113
981,1591841,Photo Editor,Senior Member,1486528474,860,319,63
982,1782183,NGVNTU,Senior Member,1639450802,179,183,43
983,1770671,Ca Cao Đá Xay,Senior Member,1634085622,151,184,43
984,1759160,thanhdongytbg,Junior Member,1629506258,17,2,3
985,1605509,s0962732230,Junior Member,1492566065,12,1,3
986,38280,dungslayer,Senior Member,1193972573,803,674,93
987,1860251,segoviahn,Junior Member,1675224149,130,19,18
988,1714966,Bún đậu,Junior Member,1612176079,37,9,8
989,1837580,hungpham98,Junior Member,1665478752,13,1,3
990,1835637,nguyencaolinhlan,Junior Member,1664649164,11,0,1
991,1849207,VanDiepVP,Junior Member,1670685072,14,0,1
992,1858980,XtrailJin,Junior Member,1674742406,30,4,8
993,1840785,chinhvu123,Junior Member,1666932728,7,1,3
994,1836425,Sinibo9x,Junior Member,1664979137,7,1,1
995,1852480,huyenAqurius,Junior Member,1672233343,6,0,3
996,1819693,QuanThiccSech,Senior Member,1658042824,27,9,3
997,1867832,tpn921,Junior Member,1677783763,13,2,3
998,1853414,Dangtuanphong,Junior Member,1672611808,13,3,3
999,129885,Yokohama1,Senior Member,1231328687,608,568,93
1000,1865001,sieuthisonmelin,Junior Member,1676841738,8,0,1
1001,1874932,tuan2274,Junior Member,1680395020,3,0,1
1002,1884507,Đenđủi,Senior Member,1683607142,157,84,28
1003,1836466,bonbelanha5,Junior Member,1665002546,12,-1,3
1004,1885758,Tryhards,Senior Member,1683881389,28,3,3
1005,595402,zolo,Junior Member,1293499476,23,1,3
1006,1856392,wamshin,Senior Member,1673448505,22,5,3
1007,1858537,mach quoc cuong,Junior Member,1674544697,6,0,1
1008,1641753,[email protected],Junior Member,1513863656,17,0,1
1009,1861005,vvzzssajz,Junior Member,1675449301,10,0,1
1010,1843035,luckyboy281288,Junior Member,1667949203,7,0,1
1011,1842191,dejinvn,Junior Member,1667552536,2,0,1
1012,1864813,NUTRACEUTICAL,Junior Member,1676769740,12,0,1
1013,1838242,Thanh_Tam1992,Junior Member,1665772143,12,0,3
1014,1848316,quan1324,Junior Member,1670264128,12,4,3
1015,1841263,kiuebae0,Junior Member,1667166890,3,2,1
1016,1847115,MONMI1207,Junior Member,1669747224,1,0,1
1017,161279,superfan,Senior Member,1240245989,144,103,43
1018,1842915,vyvyvy12345,Junior Member,1667892312,16,0,3
1019,1849988,nhimxu1,Junior Member,1671031118,7,0,1
1020,1862319,Hayhaytv,Junior Member,1675888543,12,2,3
1021,1752003,Người ngoài hành lang JL,Senior Member,1627287776,202,311,63
1022,1835749,Giáp Rừng,Junior Member,1664713449,5,0,1
1023,1920716,Hùng Dũng,Junior Member,1692764487,3,0,1
1024,1858758,baokakdn123,Junior Member,1674643628,6,0,1
1025,1705138,HoaMee,Junior Member,1607600264,2,-1,1
1026,1836099,nhungnguyen494,Junior Member,1664863545,13,2,3
1027,1067783,PartyRock,Senior Member,1341975729,"1,633","1,584",113
1028,1867044,Ba.ken,Junior Member,1677536553,8,1,3
1029,1926221,chien11111,Senior Member,1694845262,"1,170","2,095",113
1030,1736265,banhmii,Senior Member,1621451767,160,83,28
1031,1937914,thai_gia,Junior Member,1698399788,12,0,1
1032,1834507,siliconbowod,Junior Member,1664227409,9,2,3
1033,1943193,chuu_cute,Junior Member,1700015746,18,3,3
1034,1933773,pokemon92,Junior Member,1697185009,4,3,3
1035,1979058,Pie Nguyễn,Junior Member,1710774272,15,0,1
1036,380384,ko0ng,Senior Member,1266564652,825,241,43
1037,1602245,langtuthanhthien_1,Senior Member,1491184127,613,561,93
1038,924955,skydoll,Đã tốn tiền,1319269518,"5,189","1,759",113
1039,1911054,michealbua,Senior Member,1689745363,33,3,8
1040,1048255,lam_voi,Senior Member,1338605609,18,11,3
1041,1973550,minhanh2k3,Junior Member,1709275508,8,0,1
1042,1829088,D2D2D2D,Junior Member,1661835142,12,8,3
1043,2053031,ownalm,Junior Member,1728987315,2,0,1
1044,1989341,namcrypto,Senior Member,1713575275,344,20,18
1045,1726140,vite551314,Senior Member,1617123154,561,77,28
1046,1705953,kakabk,Senior Member,1608015330,45,9,8
1047,1441361,Sat Thu Vuon Mia,Junior Member,1410321353,184,0,18
1048,849100,fit_vimaru_haiphong,Senior Member,1312956906,"1,789",970,113
1049,1669519,thich_tuong_tuong,Senior Member,1583934491,"3,038","2,378",113
1050,1672690,Sài Gòn 2020,Junior Member,1583936237,381,68,28
1051,1823098,lehieusl123,Junior Member,1659430562,1,0,1
1052,924829,giolanhdaumua2011,Đã tốn tiền,1319256878,259,60,28
1053,1239916,contrai9xxx,Junior Member,1365517852,284,4,18
1054,7231,rushgorent,Junior Member,1170571290,51,3,8
1055,1056093,trilap_vnn,Junior Member,1339728318,34,0,6
1056,1718400,kiemtienpts02,Senior Member,1613965356,474,159,43
1057,1822412,leeBep,Junior Member,1659157640,67,8,8
1058,1831136,dangcap999,Junior Member,1662828503,43,6,8
1059,1808476,trongami1984,Junior Member,1652861753,67,14,8
1060,1693494,Vic Tim,Senior Member,1605392637,106,139,43
1061,989115,hoichua99,Junior Member,1328619993,132,3,18
1062,1652301,Halo202,Senior Member,1519283546,37,-98,8
1063,1777780,rekt001,Junior Member,1637252025,94,6,8
1064,1699569,Chinhgiangho,Junior Member,1605751532,31,1,8
1065,1841569,ducminh153,Junior Member,1667289820,1,0,1
1066,1447418,dpq,Junior Member,1412093550,47,2,8
1067,564169,knd07,Junior Member,1289568961,257,40,28
1068,1771064,cityhunter1,Senior Member,1634265824,119,6,18
1069,1378113,ganguyencon 87,Đã tốn tiền,1386328629,"1,257",165,63
1070,1522918,donxiaolin,Junior Member,1460634273,8,0,1
1071,681712,motthoihocsinh,Member,1300443479,361,132,43
1072,1858412,demonn,Junior Member,1674462439,4,0,1
1073,973292,lenin_9x,Member,1324387481,"1,271",626,113
1074,1843695,câvdsfgqfqqe,Junior Member,1668227622,14,3,3
1075,1842680,nhatruongfbt,Junior Member,1667800369,6,-1,1
1076,1851839,2meocon1,Junior Member,1671917104,6,-2,1
1077,533660,mr.thieu,Senior Member,1285324587,64,107,18
1078,1343189,dangom2016,Member,1381549258,385,73,43
1079,1108931,[F].[A],Senior Member,1347288699,407,108,43
1080,1832912,hello_zzz,Junior Member,1663650615,12,1,3
1081,1862330,nissannavraEL,Junior Member,1675894961,15,1,3
1082,544378,khanh.ngau,Member,1286764720,264,106,43
1083,1057353,BGB,Senior Member,1339936744,97,31,18
1084,1874269,morningstar_186,Junior Member,1680112180,15,1,3
1085,1839801,pk rio,Junior Member,1666520810,7,0,1
1086,1847756,Béo Ca Ca,Junior Member,1670033314,12,0,1
1087,1882878,TheC·98561,Junior Member,1683188921,18,-4,1
1088,1858120,Kisaki8,Junior Member,1674268205,8,1,3
1089,1864046,Lê Trung Nghĩa,Junior Member,1676491014,12,2,3
1090,1896550,Tanjiro Muzan,Junior Member,1686462878,7,0,1
1091,1841387,PewPew Gaming,Junior Member,1667212849,17,1,3
1092,1874501,jjulius_ss,Junior Member,1680195818,14,-1,1
1093,1863316,fifapro0,Junior Member,1676253121,17,1,1
1094,1704434,anhthosan,Senior Member,1607274665,"2,488","3,583",113
1095,1686360,Joker's 9999,Member,1601591015,800,279,63
1096,1843465,Doanlam1991,Junior Member,1668111027,8,1,1
1097,29127,hutruc2005,Senior Member,1190287843,57,10,8
1098,1845591,Obito Shinobj,Junior Member,1669098864,9,0,3
1099,1837059,vuongtronfingerfood,Junior Member,1665234446,11,1,3
1100,1920100,tjno53,Junior Member,1692554916,5,0,1
1101,1471284,Phuongkak,Senior Member,1420377845,517,88,43
1102,1717270,dktu0x,Senior Member,1613547245,121,39,28
1103,1838526,XN.Irika,Junior Member,1665929709,14,-1,1
1104,1878018,Tuan Vuong VN,Junior Member,1681567365,4,1,1
1105,1873093,songliung,Junior Member,1679653728,5,0,1
1106,1872407,nguyenyen89,Junior Member,1679423006,3,0,1
1107,1844396,Khanhpham1992,Junior Member,1668563365,11,1,1
1108,1932356,TinTin4148,Junior Member,1696779641,1,0,1
1109,1850009,cobi1992,Junior Member,1671039044,3,-1,1
1110,1874532,punxa36,Junior Member,1680208329,8,0,1
1111,1916519,oanhpk,Junior Member,1691352384,9,0,1
1112,1907648,xrk612,Junior Member,1688856986,3,0,1
1113,1816778,murahqqiu,Junior Member,1656834055,3,0,1
1114,1845262,Lukyboy978,Junior Member,1668951816,12,1,3
1115,1917627,Lê Quang Liêm1,Junior Member,1691724884,6,0,1
1116,1847117,Hữu Huy Nguyễn,Junior Member,1669750465,4,0,1
1117,1843773,mongtamquoc2204,Senior Member,1668264681,304,78,28
1118,1488681,zjijz,Junior Member,1426164102,414,80,28
1119,1743868,ngoanhienvodoi,Member,1623862000,487,133,43
1120,1360118,ttahc2606,Junior Member,1383823538,2,0,1
1121,1761555,mieuboy,Senior Member,1630415651,"2,200",440,83
1122,42149,dig31,Senior Member,1195638424,"1,118",609,113
1123,1024942,mrsimply,Senior Member,1335031368,"3,068","10,350",113
1124,1859442,minhkhue.tiger,Junior Member,1674962679,9,0,1
1125,1947067,LATB9X,Senior Member,1701154181,44,3,8
1126,971875,nanh trang,Senior Member,1324021776,"2,299","2,010",113
1127,1998075,Hung2668,Junior Member,1715833310,1,0,1
1128,1679227,Nhà Có Em Bé,Junior Member,1597809432,14,3,3
1129,1973059,Chu Chim Buon,Junior Member,1709142485,1,0,1
1130,1908581,Vũ Trọng Đại,Junior Member,1689096342,4,0,1
1131,1884102,poppy237,Junior Member,1683521396,12,1,3
1132,1836831,thanh_dat_91,Junior Member,1665138244,7,3,3
1133,1917347,truongatlantic,Junior Member,1691626086,10,2,3
1134,1908309,leoaugustin,Junior Member,1689026102,9,0,1
1135,1869808,Hakawa Việt Nam,Junior Member,1678486429,5,1,1
1136,1843824,Mai Thoong,Junior Member,1668297927,8,-2,3
1137,1863478,Du Côn,Junior Member,1676311685,9,1,3
1138,1844978,Melanie7681,Junior Member,1668798212,7,0,1
1139,1768778,FF7Vintage,Senior Member,1633367825,22,13,3
1140,1845733,phongvanbmt1992,Junior Member,1669153945,10,2,3
1141,1846631,Thaitudonglao,Senior Member,1669565012,32,14,8
1142,1838408,Minh Kun,Junior Member,1665860706,5,0,1
1143,1816724,Taloveu5,Junior Member,1656805530,8,0,1
1144,1840510,chung88vp,Junior Member,1666831931,8,1,1
1145,1866331,manhha76,Junior Member,1677261868,8,1,3
1146,1405523,Toantaoton,Senior Member,1392458812,93,77,18
1147,1972772,huutejing,Junior Member,1709073243,3,0,1
1148,1051008,feldman2,Junior Member,1338986218,125,3,18
1149,1956596,playfan,Junior Member,1704045912,15,0,3
1150,2015621,johnwickels,Junior Member,1720064284,9,1,3
1151,1802760,Thanhlll,Junior Member,1650249176,5,2,3
1152,1738984,trungpros,Senior Member,1622074954,81,21,8
1153,1075684,Traitimkhongbinhyen,Senior Member,1343114120,525,360,93
1154,1659833,nnv116,Senior Member,1523097862,23,4,3
1155,1683787,sale_txn,Senior Member,1597820843,19,2,3
1156,1745570,SimplePast,Member,1624586847,131,47,43
1157,1813417,miatatomfv,Junior Member,1655336988,2,0,1
1158,488716,thivd,Senior Member,1280641306,15,1,3
1159,1849536,lamlee11,Junior Member,1670850338,1,0,1
1160,1150689,royalevn,Member,1352568778,"1,130",499,113
1161,1838167,anhhungdayemoi,Senior Member,1665739809,549,164,43
1162,1678999,CiuCiu,Senior Member,1597808704,757,244,43
1163,402620,luongdk,Junior Member,1269547900,128,14,18
1164,1845724,trungkien9782,Junior Member,1669140729,11,2,1
1165,1863386,MarcoDu,Junior Member,1676277446,17,1,1
1166,1850907,Thuy295,Junior Member,1671470452,5,0,1
1167,1723172,Thomas_Shelbyy,Senior Member,1615798539,261,17,28
1168,1858325,tungjinosan,Junior Member,1674405378,5,0,1
1169,1873807,bienxanh89,Junior Member,1679954592,13,0,3
1170,1865505,hanaa2020,Junior Member,1677001538,12,3,3
1171,1833718,OngMinhNhut,Junior Member,1663915749,6,0,1
1172,1831579,minguyen_love,Junior Member,1663042767,13,5,3
1173,1836556,4545543543534535,Senior Member,1665043337,15,1,3
1174,1872935,Lưu Anh Tuấn,Junior Member,1679595055,2,0,1
1175,1765186,hungxeuvuong01,Senior Member,1631872839,354,830,93
1176,1155891,kgdt,Member,1353261005,251,190,63
1177,1824772,dejon5,Senior Member,1660058640,46,7,8
1178,1732100,Dung Pham 259,Junior Member,1620032658,17,4,3
1179,1850722,Phạm Thiên Thư,Junior Member,1671362321,10,0,1
1180,1861462,doxuantruongit,Junior Member,1675633545,5,1,1
1181,1545381,CLouD.43,Junior Member,1461084076,10,0,1
1182,1863504,lauhipo3,Junior Member,1676320761,14,0,1
1183,1842725,Nguyễn Băng Đình,Junior Member,1667815333,3,0,3
1184,1869126,lantoan,Junior Member,1678257371,11,1,3
1185,1850471,trangkhenh98,Junior Member,1671232514,5,0,1
1186,1887463,s.holmes6,Junior Member,1684304068,6,0,1
1187,1867050,Hunghauhl,Junior Member,1677540160,14,2,3
1188,1842411,mimidog2009,Junior Member,1667659608,6,0,3
1189,1836841,FrostLife,Junior Member,1665140379,14,1,3
1190,1931353,narasum,Junior Member,1696486217,22,-3,1
1191,1931358,eleship,Junior Member,1696486610,9,-5,1
1192,1914343,siranhbk,Junior Member,1690729821,4,1,3
1193,1931359,metun66,Junior Member,1696486790,5,0,1
1194,1713375,vutrang100517,Senior Member,1611300473,18,6,3
1195,1851492,murongxanh2,Junior Member,1671726958,13,0,1
1196,1877126,minhkend,Junior Member,1681244710,8,0,1
1197,1839195,minhtuanvnpt,Junior Member,1666226438,5,1,3
1198,1832810,ajcyyb,Junior Member,1663601560,5,0,1
1199,1874319,cubinbg2012,Junior Member,1680134836,6,2,1
1200,1162950,Challenge,Senior Member,1354505611,254,151,43
1201,1443480,Verla Huntsberry,Junior Member,1410939128,336,30,28
1202,1920110,Pentaxim,Junior Member,1692558785,9,1,3
1203,1955662,nlqhuy,Junior Member,1703695760,13,0,1
1204,1955198,kin2808,Junior Member,1703563072,192,5,18
1205,26523,vi_tieu_bao,Senior Member,1189411413,450,58,28
1206,1725756,PhanManhQuynh,Senior Member,1617005069,374,192,43
1207,1965752,TienTom18,Senior Member,1706850409,35,4,8
1208,1935746,KenChaNa,Senior Member,1697767489,142,65,28
1209,1725235,Nnamhd,Senior Member,1616737505,676,174,43
1210,1664433,anhviet37,Junior Member,1525533240,18,3,3
1211,1760881,trannguyenvu3482,Senior Member,1630167285,21,4,3
1212,1773641,gungcay911,Junior Member,1635486659,7,0,1
1213,1690847,Nhatrangsea,Senior Member,1605358565,"3,195","4,918",113
1214,2062857,Nhật Hưng,Junior Member,1731658531,2,0,1
1215,1991872,Luna Freya,Senior Member,1714215062,74,52,18
1216,1399725,Hinowa,Senior Member,1390330893,550,168,43
1217,1043831,kkkbik,Senior Member,1337932718,"5,533","3,200",113
1218,1627813,ndh2781994vn,Junior Member,1504334594,22,2,3
1219,361048,uzi,Member,1264211604,"2,158","1,620",113
1220,1840330,deadcried,Junior Member,1666765020,16,4,3
1221,1838102,868686868,Junior Member,1665717158,32,1,8
1222,1160099,Vuphap,Senior Member,1354102791,353,255,63
1223,1407597,lytrada,Senior Member,1392987203,"1,831",490,83
1224,1128416,Gutaryasha2075,Junior Member,1349766244,81,18,18
1225,1707946,Lenkad,Junior Member,1608921804,2,0,1
1226,1848285,halola2401,Junior Member,1670251459,4,0,1
1227,1836451,hungde1211,Senior Member,1664988495,48,4,8
1228,1724756,tromsod,Senior Member,1616510420,372,367,63
1229,1788690,philongt00,Junior Member,1643027122,3,0,1
1230,1707756,Astromeo,Junior Member,1608835389,11,3,3
1231,1676242,Thanh Niên Nghiêm Túc,Senior Member,1594511597,"3,347","1,240",113
1232,1753088,Andrei1309,Junior Member,1627660122,55,31,18
1233,1800179,chacha31,Junior Member,1649333477,14,1,3
1234,1864539,darkwizardx,Junior Member,1676680022,10,1,3
1235,1710664,lamgikhongbiet,Junior Member,1610138355,88,69,18
1236,1622541,tmhoang22,Senior Member,1501496848,502,229,43
1237,1855533,anhkolamgidauanhthe,Junior Member,1673154198,21,7,3
1238,1222513,piggycenter,Junior Member,1363148124,804,34,28
1239,1685022,OnlyLove7791,Senior Member,1597823895,"5,241","4,010",113
1240,1061277,thichlachen,Senior Member,1340588690,"1,962","1,111",113
1241,95014,tho80,Senior Member,1218455132,"1,739",37,48
1242,97463,dmh,Đã tốn tiền,1219296671,286,3,18
1243,1242129,postace,Junior Member,1365826148,11,4,3
1244,1701882,Wakeup365,Member,1606339988,88,144,33
1245,1729642,nthanhtung92,Senior Member,1618860291,131,17,18
1246,1831945,tieupham9x,Junior Member,1663184492,4,0,1
1247,1851038,nam.nt18,Senior Member,1671531099,186,63,28
1248,1455386,kingliar,Junior Member,1417056109,112,3,18
1249,517608,devil911,Junior Member,1283689594,172,3,18
1250,1131372,sushi92,Senior Member,1350139862,108,57,28
1251,1752896,LAPEES,Junior Member,1627628082,1,0,1
1252,1626181,nampl1994,Junior Member,1503478156,3,0,1
1253,1360870,SirAlibaba,Junior Member,1383930502,10,1,3
1254,1184742,cauut137,Junior Member,1357771468,19,6,3
1255,1452927,Sinh.Vien.GT.58,Đã tốn tiền,1416925597,871,268,63
1256,1841268,hoamauudon,Junior Member,1667175517,12,1,3
1257,1801646,hitranvanvu,Senior Member,1649841507,531,119,43
1258,11888,hailuasg,Senior Member,1178073064,304,70,28
1259,1070458,LoG023,Đã tốn tiền,1342438618,"4,272","2,353",113
1260,1835876,Linhrauapple,Junior Member,1664776963,8,-1,1
1261,110571,letthanh89,Junior Member,1223918680,36,0,6
1262,1791925,osmosis,Member,1645118906,"1,193",426,83
1263,1833269,Tỏrent Gamez,Junior Member,1663766768,7,1,1
1264,1593929,whatsyourname,Junior Member,1487347299,16,4,3
1265,866425,0xFFFFF,Đã tốn tiền,1314372628,"1,418","1,162",113
1266,1876279,anhnq.ace,Junior Member,1680905016,9,1,3
1267,1866323,Minion King,Junior Member,1677259369,15,3,3
1268,295852,lumos_vn,Junior Member,1257171656,24,0,1
1269,429648,volcanoltd,Senior Member,1272801822,"2,708",130,63
1270,1694605,sunflower29,Junior Member,1605417176,17,13,3
1271,1863275,Vantailangson,Junior Member,1676225841,13,4,3
1272,1709641,BenTennySon,Junior Member,1609684008,76,-9,8
1273,425344,hanhabang,Junior Member,1272084176,7,0,1
1274,1885608,Ika263,Junior Member,1683849032,16,1,3
1275,1831870,chachakuni,Junior Member,1663156692,7,1,3
1276,1292824,vouu0102,Junior Member,1373534792,44,17,8
1277,1670998,Bullet90,Junior Member,1583935358,14,2,3
1278,1723438,tungnc31,Junior Member,1615910147,3,0,1
1279,1669493,huydeptrai111,Senior Member,1583934456,167,112,43
1280,1782843,colcax,Junior Member,1639799178,22,4,3
1281,1860960,Võ Ngự,Junior Member,1675432012,6,0,1
1282,1869252,follower,Junior Member,1678289370,1,0,1
1283,1860513,Tot Ti,Junior Member,1675303244,13,0,1
1284,1852851,ngayay1804,Junior Member,1672413936,10,0,1
1285,943159,hungbg112,Senior Member,1320892263,117,5,18
1286,1652825,Oldwolf90,Member,1519494620,435,715,93
1287,1914484,Trunglssl,Junior Member,1690776125,6,2,3
1288,1261836,ss02,Junior Member,1368776150,349,78,28
1289,1682179,hungbk19u,Junior Member,1597817813,7,2,3
1290,1793962,dinh chien,Senior Member,1646189588,145,50,28
1291,1833498,Bui Thi Duyen,Junior Member,1663837474,16,4,3
1292,1593789,thachit123,Senior Member,1487314532,"1,719",435,83
1293,1698060,kidhacker299,Junior Member,1605605707,1,0,1
1294,1844788,Vũ Trần Đại Hải Đăng,Junior Member,1668729756,12,-1,1
1295,1918529,cuabin,Junior Member,1692036196,6,1,1
1296,867112,rexviet,Đã tốn tiền,1314436620,"2,009",104,63
1297,1941120,tradingnal,Junior Member,1699376323,1,0,1
1298,160603,fishnew,Member,1240104777,269,130,43
1299,1850525,anh2ty,Junior Member,1671254406,6,0,1
1300,883159,khacnam488,Junior Member,1315890939,21,0,1
1301,1873801,dtranvan,Junior Member,1679948213,7,0,1
1302,1944332,RockCloud,Junior Member,1700314476,4,0,1
1303,1680758,htp789,Junior Member,1597815902,16,7,3
1304,1850397,nguyenaha,Junior Member,1671195868,16,2,3
1305,1668940,hmmmmmmmm,Senior Member,1572501300,93,16,8
1306,1836655,Kentran30122,Junior Member,1665075347,10,-1,1
1307,1873588,MasterKids7,Junior Member,1679858604,7,3,3
1308,1851677,namlong1992,Junior Member,1671815643,1,1,1
1309,1906834,casa000,Junior Member,1688677995,11,1,1
1310,253340,x_hypocrite,Junior Member,1252156217,6,1,3
1311,1782359,chicong1008,Junior Member,1639543989,1,1,3
1312,1599209,linhlv124,Senior Member,1489844276,900,649,93
1313,1030716,_____s2____,Đã tốn tiền,1336022621,575,309,63
1314,1858603,cbd_30s,Senior Member,1674569029,148,230,43
1315,52483,babydragon0123,Junior Member,1201773967,100,4,18
1316,1936593,khuongnguyen3011,Junior Member,1698036005,1,0,1
1317,1742160,huysang22,Junior Member,1623156909,1,0,1
1318,1447674,Rushiferu,Đã tốn tiền,1412174400,526,121,43
1319,1307795,adtr,Junior Member,1375439129,26,3,3
1320,1223528,ShitLonely,Senior Member,1363258119,"2,065",164,63
1321,124320,hackmaxx62,Junior Member,1228918940,16,1,3
1322,597658,trantuankt,Senior Member,1293771630,160,19,18
1323,1979190,Pu55yC4t,Junior Member,1710820640,1,1,3
1324,1895405,sadboi369,Junior Member,1686208027,1,1,3
1325,535492,nhokchanh264,Junior Member,1285588704,84,2,8
1326,1569418,Arashi Ackerman,Senior Member,1473657528,604,151,43
1327,223332,bibi21,Đã tốn tiền,1249041090,"4,098",29,48
1328,1875626,VictorS,Junior Member,1680667719,2,0,1
1329,135889,biim,Junior Member,1234054028,88,5,8
1330,1990523,phantomal,Junior Member,1713876647,5,1,3
1331,1965026,GoldenDuck,Junior Member,1706603490,1,1,3
1332,1750628,taanh1412.2,Senior Member,1626745682,160,107,43
1333,1374102,hayboy,Junior Member,1385624990,5,1,3
1334,1790717,aaaaaaa12,Junior Member,1644444694,2,1,3
1335,1998213,tranmanhug,Junior Member,1715855199,1,0,1
1336,1567722,mandaotaku,Junior Member,1473324002,37,1,8
1337,2001760,nqcuong1989,Junior Member,1716788856,2,0,1
1338,2014998,michaelpham,Junior Member,1719909805,1,0,1
1339,1564578,cmajor,Đã tốn tiền,1469740121,271,30,28
1340,133109,thiendangdvd,Junior Member,1232764534,105,29,28
1341,1834808,phucxp,Junior Member,1664336998,2,0,1
1342,1410210,AnhSeVe,Senior Member,1393605912,"2,990","1,398",113
1343,1270154,ssro,Đã tốn tiền,1370094055,"4,391","2,622",113
1344,664321,nnnghia1991,Senior Member,1299308283,"1,367",124,63
1345,57197,cuibapvt,Senior Member,1204643217,439,362,63
1346,1301430,Nghien Cuu Vien,Senior Member,1374671170,157,20,18
1347,1670569,Thay.giao.ba,Senior Member,1583935134,"2,903",734,113
1348,758668,hoanggiangsc,Senior Member,1305927469,570,27,28
1349,1851007,daochithanh123,Junior Member,1671521786,12,0,1
1350,1875335,Mua hàng Trung Quốc,Junior Member,1680569216,13,-1,1
1351,1863495,Ngtunglam7,Junior Member,1676317173,11,2,3
1352,1843777,Tatsumi Pham,Junior Member,1668266504,4,0,1
1353,1831331,kysuu_03,Junior Member,1662945849,9,3,3
1354,1857123,ngoinhahoahong9,Junior Member,1673737102,19,2,1
1355,1856719,DoBui2,Junior Member,1673556650,14,0,1
1356,1896046,Tajilinh,Junior Member,1686341343,8,1,1
1357,1857821,Lovelylazybones,Junior Member,1674095911,9,2,3
1358,133190,chocobo11,Junior Member,1232800260,170,51,28
1359,1837269,Mộc Nam,Junior Member,1665355901,5,0,1
1360,1845627,Hasana686,Junior Member,1669106929,6,0,1
1361,1833977,hlong6698,Junior Member,1664004193,16,0,1
1362,1850187,demonlay5,Junior Member,1671103482,9,0,1
1363,1908308,nguyen dung 86,Junior Member,1689025550,13,-2,1
1364,1910444,killert6,Junior Member,1689592108,6,1,3
1365,1845661,Haiduong96@,Junior Member,1669117177,15,0,1
1366,1831287,Đinhthị mấn,Junior Member,1662909083,6,1,3
1367,1831394,Boy_jungle,Junior Member,1662965068,10,0,1
1368,1889696,vuongluchoanh,Junior Member,1684846235,6,0,1
1369,1866129,nelsonnguyen,Junior Member,1677190957,13,0,1
1370,1847822,minhhao9x2,Junior Member,1670055237,4,6,3
1371,1860180,Giang Đào,Junior Member,1675195181,2,-1,1
1372,1445822,Els2901,Senior Member,1411626817,46,18,8
1373,1898031,Tranvuthuan,Junior Member,1686784804,10,1,1
1374,1858562,a0541240114,Junior Member,1674554228,10,-1,1
1375,1869211,nmtt85,Junior Member,1678275567,6,0,1
1376,1874067,Minhnguyen LA,Junior Member,1680044848,5,2,3
1377,1908258,gexweerma,Junior Member,1689009266,12,2,3
1378,1918794,VA.NG4,Junior Member,1692131684,2,0,1
1379,1841564,Kjngkit,Junior Member,1667287661,12,0,1
1380,1877584,Nguyen tra my,Junior Member,1681400381,5,0,1
1381,1850800,Nhok Ếch,Junior Member,1671417177,11,1,1
1382,1908261,vanhieu25251325,Junior Member,1689010102,10,0,1
1383,1880274,skindi76,Junior Member,1682468520,11,-1,1
1384,1866573,cu tí hiếu,Junior Member,1677370719,10,-1,1
1385,1919044,fun88ths141,Junior Member,1692212217,4,0,1
1386,1847152,Androd.viet,Junior Member,1669777262,10,0,1
1387,1845131,yukigao,Junior Member,1668883468,15,0,3
1388,1873043,HoiCDV,Junior Member,1679640113,8,0,1
1389,1859034,Kenzo_0001,Junior Member,1674761995,13,1,3
1390,1919894,RangeRoverFind,Junior Member,1692478026,6,0,1
1391,1886925,MrManhThanG,Junior Member,1684184874,3,0,1
1392,1833984,phuoc148,Junior Member,1664006324,7,0,1
1393,1865259,parlay4d,Junior Member,1676929351,17,2,3
1394,1833615,tamquy2012,Junior Member,1663879353,3,0,1
1395,1857116,miendaicph,Junior Member,1673729035,6,1,3
1396,1841605,mikta6,Junior Member,1667300509,12,0,1
1397,1864517,TheBao47,Junior Member,1676665783,5,1,3
1398,1909353,Thân Ngố,Junior Member,1689284192,7,0,1
1399,1903710,ahng08,Junior Member,1688043049,4,1,1
1400,1875812,nam78999,Junior Member,1680725684,4,0,1
1401,1873405,Sơn 35,Junior Member,1679775051,5,0,1
1402,1803015,DY_Ka28,Junior Member,1650347000,2,0,1
